feature,variable_name,description,bank_finalized,feature_family,transform_family,window,direction,availability_class,sensitive,sensitive_kind,leakage_status,semantic_tags
F2139,AVG_NON_CASH_CHQ_AMT_DB_L31D,Average Non Cash Non Cheque Debit Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
F2140,AVG_CI_NON_CASH_CHQ_TXNS_L31D,Average Customer Induced Non Cash Non Cheque Total Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2141,AVG_CI_NON_CASH_CHQ_TXNS_CR_L31D,Average Customer Induced Non Cash Non Cheque Credit Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2142,AVG_CI_NON_CASH_CHQ_TXNS_DB_L31D,Average Customer Induced Non Cash Non Cheque Debit Txns - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|NON_CASH_CHQ|TRANSACTION_COUNT|WINDOW_L31D
F2143,AVG_CI_NON_CASH_CHQ_AMT_L31D,Average Customer Induced Non Cash Non Cheque Total Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
F2144,AVG_CI_NON_CASH_CHQ_AMT_CR_L31D,Average Customer Induced Non Cash Non Cheque Credit Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
F2145,AVG_CI_NON_CASH_CHQ_AMT_DB_L31D,Average Customer Induced Non Cash Non Cheque Debit Amount - last 31D,False,NON_CASH_CHQ,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|NON_CASH_CHQ|WINDOW_L31D
F2146,AVG_CI_TXNS_L31D,Average Customer Incduced Total Txns - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2147,AVG_CI_TXNS_CR_L31D,Average Customer Incduced Credit Txns - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2148,AVG_CI_TXNS_DB_L31D,Average Customer Incduced Debit Txns - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|CASH_INTENSIVE|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2149,AVG_CI_AMT_L31D,Average Customer Induced Total Amount - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|LONG_WINDOW|WINDOW_L31D
F2150,AVG_CI_AMT_CR_L31D,Average Customer Induced Credit Amount - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|CREDIT|LONG_WINDOW|WINDOW_L31D
F2151,AVG_CI_AMT_DB_L31D,Average Customer Induced Debit Amount - last 31D,False,CASH_INTENSIVE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CASH_INTENSIVE|DEBIT|LONG_WINDOW|WINDOW_L31D
F2152,AVG_ATM_TXNS_L31D,Average Bank Induced Fees Charges Total Txns - last 31D,False,ATM,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2153,AVG_ATM_TXNS_CR_L31D,Average Bank Induced Fees Charges Credit Txns - last 31D,False,ATM,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2154,AVG_ATM_TXNS_DB_L31D,Average Bank Induced Fees Charges Debit Txns - last 31D,False,ATM,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,ATM|AVERAGE|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2155,AVG_ATM_AMT_L31D,Average Bank Induced Fees Charges Total Amount - last 31D,False,ATM,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|LONG_WINDOW|WINDOW_L31D
F2156,AVG_ATM_AMT_CR_L31D,Average Bank Induced Fees Charges Credit Amount - last 31D,False,ATM,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|CREDIT|LONG_WINDOW|WINDOW_L31D
F2157,AVG_ATM_AMT_DB_L31D,Average Bank Induced Fees Charges Debit Amount - last 31D,False,ATM,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|ATM|AVERAGE|DEBIT|LONG_WINDOW|WINDOW_L31D
F2158,AVG_BI_FEES_CHRGS_TXNS_L31D,Average Bank Induced Fees Charges  Total Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2159,AVG_BI_FEES_CHRGS_TXNS_CR_L31D,Average Bank Induced Fees Charges  Credit Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2160,AVG_BI_FEES_CHRGS_TXNS_DB_L31D,Average Bank Induced Fees Charges  Debit Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2161,AVG_BI_FEES_CHRGS_AMT_L31D,Average Bank Induced Fees Charges  Total Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2162,AVG_BI_FEES_CHRGS_AMT_CR_L31D,Average Bank Induced Fees Charges  Credit Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2163,AVG_BI_FEES_CHRGS_AMT_DB_L31D,Average Bank Induced Fees Charges  Debit Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2164,AVG_CI_FEES_CHRGS_TXNS_L31D,Average Customer Induced Fees Charges Total Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2165,AVG_CI_FEES_CHRGS_TXNS_CR_L31D,Average Customer Induced Fees Charges Credit Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2166,AVG_CI_FEES_CHRGS_TXNS_DB_L31D,Average Customer Induced Fees Charges Debit Txns - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2167,AVG_CI_FEES_CHRGS_AMT_L31D,Average Customer Induced Fees Charges Total Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2168,AVG_CI_FEES_CHRGS_AMT_CR_L31D,Average Customer Induced Fees Charges Credit Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2169,AVG_CI_FEES_CHRGS_AMT_DB_L31D,Average Customer Induced Fees Charges Debit Amount - last 31D,False,FEES_AND_CHARGES,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|FEES_AND_CHARGES|LONG_WINDOW|WINDOW_L31D
F2170,AVG_GST_TXNS_L31D,Average GST Total Txns - last 31D,False,GST,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|GST|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2171,AVG_GST_TXNS_CR_L31D,Average GST Credit Txns - last 31D,False,GST,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|GST|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2172,AVG_GST_TXNS_DB_L31D,Average GST Debit Txns - last 31D,False,GST,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|GST|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2173,AVG_GST_AMT_L31D,Average GST Total Amount - last 31D,False,GST,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|GST|LONG_WINDOW|WINDOW_L31D
F2174,AVG_GST_AMT_CR_L31D,Average GST Credit Amount - last 31D,False,GST,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|GST|LONG_WINDOW|WINDOW_L31D
F2175,AVG_GST_AMT_DB_L31D,Average GST Debit Amount - last 31D,False,GST,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|GST|LONG_WINDOW|WINDOW_L31D
F2176,AVG_ELEC_XFER_TXNS_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Total Txns - last 31D,False,ELEC_XFER,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|ELEC_XFER|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2177,AVG_ELEC_XFER_TXNS_CR_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Credit Txns - last 31D,False,ELEC_XFER,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|ELEC_XFER|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2178,AVG_ELEC_XFER_TXNS_DB_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Debit Txns - last 31D,False,ELEC_XFER,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|ELEC_XFER|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2179,AVG_ELEC_XFER_AMT_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Total Amount - last 31D,False,ELEC_XFER,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|ELEC_XFER|LONG_WINDOW|WINDOW_L31D
F2180,AVG_ELEC_XFER_AMT_CR_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Credit Amount - last 31D,False,ELEC_XFER,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|ELEC_XFER|LONG_WINDOW|WINDOW_L31D
F2181,AVG_ELEC_XFER_AMT_DB_L31D,Average Online Transfer (IMPS+NEFT+RTGS) Debit Amount - last 31D,False,ELEC_XFER,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|ELEC_XFER|LONG_WINDOW|WINDOW_L31D
F2182,AVG_UPI_XFER_TXNS_L31D,Average UPI Total Txns - last 31D,False,UPI_XFER,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L31D
F2183,AVG_UPI_TXNS_CR_L31D,Average UPI Total Amount - last 31D,False,UPI,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|UPI|WINDOW_L31D
F2184,AVG_UPI_TXNS_DB_L31D,Average UPI Credit Txns - last 31D,False,UPI,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|UPI|WINDOW_L31D
F2185,AVG_UPI_XFER_AMT_L31D,Average UPI Debit Txns - last 31D,False,UPI_XFER,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|TRANSACTION_COUNT|UPI_XFER|WINDOW_L31D
F2186,AVG_UPI_AMT_CR_L31D,Average UPI Credit Amount - last 31D,False,UPI,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|UPI|WINDOW_L31D
F2187,AVG_UPI_AMT_DB_L31D,Average UPI Debit Amount - last 31D,False,UPI,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|UPI|WINDOW_L31D
F2188,AVG_NET_BNKING_TXNS_L31D,Average Net Banking Total Txns - last 31D,False,NET_BANKING,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|NET_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2189,AVG_NET_BNKING_TXNS_CR_L31D,Average Net Banking Credit Txns - last 31D,False,NET_BANKING,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LONG_WINDOW|NET_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2190,AVG_NET_BNKING_TXNS_DB_L31D,Average Net Banking Debit Txns - last 31D,False,NET_BANKING,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|NET_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2191,AVG_NET_BNKING_AMT_L31D,Average Net Banking Total Amount - last 31D,False,NET_BANKING,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|NET_BANKING|WINDOW_L31D
F2192,AVG_NET_BNKING_AMT_CR_L31D,Average Net Banking Credit Amount - last 31D,False,NET_BANKING,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|NET_BANKING|WINDOW_L31D
F2193,AVG_NET_BNKING_AMT_DB_L31D,Average Net Banking Debit Amount - last 31D,False,NET_BANKING,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|NET_BANKING|WINDOW_L31D
F2194,AVG_MOB_BNKING_TXNS_L31D,Average Mobile Banking Total Txns - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2195,AVG_MBNKING_TXNS_CR_L31D,Average Mobile Banking Total Amount - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|MOBILE_BANKING|WINDOW_L31D
F2196,AVG_MBNKING_TXNS_DB_L31D,Average Mobile Banking Credit Txns - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2197,AVG_MOB_BNKING_AMT_L31D,Average Mobile Banking Debit Txns - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|MOBILE_BANKING|TRANSACTION_COUNT|WINDOW_L31D
F2198,AVG_MBNKING_AMT_CR_L31D,Average Mobile Banking Credit Amount - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|MOBILE_BANKING|WINDOW_L31D
F2199,AVG_MBNKING_AMT_DB_L31D,Average Mobile Banking Debit Amount - last 31D,False,MOBILE_BANKING,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|MOBILE_BANKING|WINDOW_L31D
F2200,AVG_POS_PYMT_TXNS_L31D,Average Merchant Payment Total Txns - last 31D,False,POS_MERCHANT,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L31D
F2201,AVG_POS_PYMT_TXNS_CR_L31D,Average Merchant Payment Credit Txns - last 31D,False,POS_MERCHANT,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LONG_WINDOW|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L31D
F2202,AVG_POS_PYMT_TXNS_DB_L31D,Average Merchant Payment Debit Txns - last 31D,False,POS_MERCHANT,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|POS_MERCHANT|TRANSACTION_COUNT|WINDOW_L31D
F2203,AVG_POS_PYMT_AMT_L31D,Average Merchant Payment Total Amount - last 31D,False,POS_MERCHANT,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|POS_MERCHANT|WINDOW_L31D
F2204,AVG_POS_PYMT_AMT_CR_L31D,Average Merchant Payment Credit Amount - last 31D,False,POS_MERCHANT,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|POS_MERCHANT|WINDOW_L31D
F2205,AVG_POS_PYMT_AMT_DB_L31D,Average Merchant Payment Debit Amount - last 31D,False,POS_MERCHANT,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|POS_MERCHANT|WINDOW_L31D
F2206,AVG_BBPS_TXNS_L31D,Average Cash Total Txns - last 31D,False,BBPS,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2207,AVG_BBPS_TXNS_CR_L31D,Average Cash Credit Txns - last 31D,False,BBPS,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2208,AVG_BBPS_TXNS_DB_L31D,Average Cash Debit Txns - last 31D,False,BBPS,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|BBPS|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2209,AVG_BBPS_AMT_L31D,Average Cash Total Amount - last 31D,False,BBPS,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|LONG_WINDOW|WINDOW_L31D
F2210,AVG_BBPS_AMT_CR_L31D,Average Cash Credit Amount - last 31D,False,BBPS,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|CREDIT|LONG_WINDOW|WINDOW_L31D
F2211,AVG_BBPS_AMT_DB_L31D,Average Cash Debit Amount - last 31D,False,BBPS,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|BBPS|DEBIT|LONG_WINDOW|WINDOW_L31D
F2212,AVG_APB_TXNS_L31D,Average Bharat Bill Payment System Total Txns - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2213,AVG_APB_TXNS_CR_L31D,Average Bharat Bill Payment System Credit Txns - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|CREDIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2214,AVG_APB_TXNS_DB_L31D,Average Bharat Bill Payment System Debit Txns - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AVERAGE|DEBIT|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2215,AVG_APB_AMT_L31D,Average Bharat Bill Payment System Total Amount - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|LONG_WINDOW|WINDOW_L31D
F2216,AVG_APB_AMT_CR_L31D,Average Bharat Bill Payment System Credit Amount - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|WINDOW_L31D
F2217,AVG_APB_AMT_DB_L31D,Average Bharat Bill Payment System Debit Amount - last 31D,False,AADHAAR_PAYMENT_BRIDGE,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AADHAAR_PAYMENT_BRIDGE|AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|WINDOW_L31D
F2218,AVG_LOAN_TXNS_L31D,Average Loan Total Txns - last 31D,False,LOAN,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LOAN|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2219,AVG_LOAN_TXNS_CR_L31D,Average Loan Credit Txns - last 31D,False,LOAN,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LOAN|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2220,AVG_LOAN_TXNS_DB_L31D,Average Loan Debit Txns - last 31D,False,LOAN,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LOAN|LONG_WINDOW|TRANSACTION_COUNT|WINDOW_L31D
F2221,AVG_LOAN_AMT_L31D,Average Loan Total Amount - last 31D,False,LOAN,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LOAN|LONG_WINDOW|WINDOW_L31D
F2222,AVG_LOAN_AMT_CR_L31D,Average Loan Credit Amount - last 31D,False,LOAN,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LOAN|LONG_WINDOW|WINDOW_L31D
F2223,AVG_LOAN_AMT_DB_L31D,Average Loan Debit Amount - last 31D,False,LOAN,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LOAN|LONG_WINDOW|WINDOW_L31D
F2224,AVG_STDNG_INSTR_L31D,Average Standing Instruction Total Txns - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AVERAGE|LONG_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L31D
F2225,AVG_STDNG_INSTR_CR_TXNS_L31D,Average Standing Instruction Credit Txns - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AVERAGE|CREDIT|LONG_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L31D
F2226,AVG_STDNG_INSTR_DB_TXNS_L31D,Average Standing Instruction Debit Txns - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AVERAGE|DEBIT|LONG_WINDOW|STANDING_INSTRUCTION|TRANSACTION_COUNT|WINDOW_L31D
F2227,AVG_STDNG_INSTR_AMT_L31D,Average Standing Instruction Total Amount - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|LONG_WINDOW|STANDING_INSTRUCTION|WINDOW_L31D
F2228,AVG_STDNG_INSTR_AMT_CR_L31D,Average Standing Instruction Credit Amount - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,CREDIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|CREDIT|LONG_WINDOW|STANDING_INSTRUCTION|WINDOW_L31D
F2229,AVG_STDNG_INSTR_AMT_DB_L31D,Average Standing Instruction Debit Amount - last 31D,False,STANDING_INSTRUCTION,AVERAGE,L31D,DEBIT,BEHAVIORAL,False,,SAFE,AMOUNT|AVERAGE|DEBIT|LONG_WINDOW|STANDING_INSTRUCTION|WINDOW_L31D
F2230,MNTH,Month of the data,False,INDEX_OR_ID,RAW_OR_META,NONE,BOTH,INDEX_OR_ID,False,,QUARANTINED,INDEX_OR_ID|RAW_OR_META
F2231,D_CASH_TXN_L7_14D,Deviation of Cash Total txns - last 7 to 14D,False,CASH,DEVIATION,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,CASH|DEVIATION|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F2232,D_CASH_TXN_CR_L7_14D,Deviation of Cash Credit txns - last 7 to 14D,False,CASH,DEVIATION,L7_14D,CREDIT,BEHAVIORAL,False,,SAFE,CASH|CREDIT|DEVIATION|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F2233,D_CASH_TXN_DB_L7_14D,Deviation of Cash Debit txns - last 7 to 14D,False,CASH,DEVIATION,L7_14D,DEBIT,BEHAVIORAL,False,,SAFE,CASH|DEBIT|DEVIATION|SHORT_WINDOW|TRANSACTION_COUNT|WINDOW_L7_14D
F2234,D_CASH_AMT_L7_14D,Deviation of Cash Total Amount - last 7 to 14D,False,CASH,DEVIATION,L7_14D,BOTH,BEHAVIORAL,False,,SAFE,AMOUNT|CASH|DEVIATION|SHORT_WINDOW|WINDOW_L7_14D
