feature,dtype,n_missing,missing_rate,n_unique,is_constant,top_value_share,is_quasi_constant,zero_rate,min,max,mean,std,q01,q25,q50,q75,q99,is_integer_valued,top_values,content_hash,duplicate_of
F1724,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1725,Float64,7,0.000771,379,false,0.855647,false,0.855647,0.0,416318.6,3245.550084848485,13295.007313156899,0.0,0.0,0.0,0.0,60392.498000000196,false,,1e55cd374bedc6ce108b65a9b38a52e0412d773030e839c6acbe43df234a600d,F1723
F1726,Float64,7,0.000771,18,false,0.855868,false,0.855868,0.0,39.0,0.2512396694214876,0.9879256479154983,0.0,0.0,0.0,0.0,4.0,true,0.0:7767; 1.0:913; 2.0:223; 3.0:70; 4.0:33,92ba0f66e971be771b287e414467875239491c1f022740f5b5c6ae292ada4009,
F1727,Float64,7,0.000771,5,false,0.999118,true,0.999118,0.0,6.0,0.0019834710743801653,0.0839547940280556,0.0,0.0,0.0,0.0,0.0,true,0.0:9067; 1.0:4; 2.0:2; 4.0:1; 6.0:1,d710b7e7b41aa732f716920313c7e2dd081154cf15293bda02f2ffffe9ec3412,
F1728,Float64,7,0.000771,18,false,0.856088,false,0.856088,0.0,39.0,0.24925619834710744,0.9791311423228959,0.0,0.0,0.0,0.0,4.0,true,0.0:7769; 1.0:913; 2.0:223; 3.0:70; 4.0:34,89ff4addaf035da6d9ac4bdc3de0a970725fe2276bacd726a1828d25b2ed9d2d,
F1729,Float64,7,0.000771,422,false,0.855868,false,0.855868,0.0,2586930.82,2308.1332187327826,46757.87990896362,0.0,0.0,0.0,0.0,12690.590000000058,false,,13148b38073e5bd5d7757ce7bd9491e277778073edae2df34d75da6044ddb652,
F1730,Float64,7,0.000771,9,false,0.999118,true,0.999118,0.0,227117.0,39.15222809917355,2535.436622253378,0.0,0.0,0.0,0.0,0.0,false,0.0:9067; 2456.47:1; 64673.3:1; 227117.0:1; 8792.0:1,c2996261aa1006cecd383ef6daca80d06450150aa3b83e25d62a5d040a0eb72f,
F1731,Float64,7,0.000771,420,false,0.856088,false,0.856088,0.0,2586630.82,2268.9809906336086,46613.76322291148,0.0,0.0,0.0,0.0,11838.717000000037,false,,3c087d20de1f0579799eb623a38dc0748d3189f10a5a30348862b0a7a002d924,
F1732,Float64,7,0.000771,30,false,0.840882,false,0.840882,0.0,100.0,0.39316804407713496,1.9242737220666188,0.0,0.0,0.0,0.0,6.0,true,,8b0adf5e86c16438b9cf7299a50dbfb1205adf2299c960ba3cf964ff3e7c2e43,
F1733,Float64,7,0.000771,16,false,0.992507,true,0.992507,0.0,100.0,0.03724517906336088,1.2153023920302943,0.0,0.0,0.0,0.0,0.0,true,0.0:9007; 1.0:40; 2.0:9; 3.0:5; 13.0:2,77fabfe34a9d6e59453650b6fc79dd88bc90c0157fc2aaf841e3a9ae629466fa,
F1734,Float64,7,0.000771,27,false,0.847383,false,0.847383,0.0,33.0,0.3559228650137741,1.4982954188324382,0.0,0.0,0.0,0.0,6.0,true,,46ca87bb84a75b3efa5eb04c6e20c4f4c2c8e5a933f924b45231981223ca3a82,
F1735,Float64,7,0.000771,422,false,0.840882,false,0.840882,0.0,7073000.0,3855.026624793389,105180.15381794346,0.0,0.0,0.0,0.0,10000.0,false,,4bc1434e40237d736184a64ca0a85a305bf8a5c5e0ff516b0acec9c515e100a8,
F1736,Float64,7,0.000771,57,false,0.992507,true,0.992507,0.0,7073000.0,2644.359008264463,96528.8316827223,0.0,0.0,0.0,0.0,0.0,true,,918a0c2d5fac2cbfab10e340b10188b856323b7c71b7e817901d838a977bc61f,
F1737,Float64,7,0.000771,380,false,0.847383,false,0.847383,0.0,3012807.02,1210.6676165289255,41804.72461326961,0.0,0.0,0.0,0.0,4278.351400000036,false,,e2db45c2b6823783fae0e55d6ea407fd8a1ef8e7a6fd916d006ef62971bee9fe,
F1738,Float64,7,0.000771,18,false,0.87427,false,0.87427,0.0,86.0,0.2163085399449036,1.3694174964044932,0.0,0.0,0.0,0.0,3.0,true,0.0:7934; 1.0:909; 2.0:115; 3.0:35; 4.0:18,3a9de74016ef2c9d5229d392ce69bb4765491591f8d572d6db8317142b9d8087,
F1739,Float64,7,0.000771,10,false,0.991405,true,0.991405,0.0,14.0,0.022148760330578512,0.39088063309713766,0.0,0.0,0.0,0.0,0.0,true,0.0:8997; 1.0:47; 2.0:16; 14.0:4; 3.0:3,152a495b9415f1c0c4fee5961169bbc4cf0a972be7d15796b25fa3cf1d8cbc85,
F1740,Float64,7,0.000771,18,false,0.879008,false,0.879008,0.0,82.0,0.19415977961432507,1.2439114735722956,0.0,0.0,0.0,0.0,3.0,true,0.0:7977; 1.0:909; 2.0:92; 3.0:30; 4.0:15,99fcc787e566b095c4be771207664bb321d7e6b5d687da53de88a3913a5a36f3,
F1741,Float64,7,0.000771,458,false,0.87427,false,0.87427,0.0,46659988.0,63279.44017410469,1008865.4652651453,0.0,0.0,0.0,0.0,640600.980000009,false,,5afc84511bfacba2dd934f80ca85f8271b9f240cd98c07ef0be686a8c796de45,
F1742,Float64,7,0.000771,67,false,0.991405,true,0.991405,0.0,43742056.0,18308.148911294767,588039.6514625652,0.0,0.0,0.0,0.0,0.0,false,,636ac8992220a1286e724e6082b6b54bd49e2ac622ccf240222b62c83343581b,
F1743,Float64,7,0.000771,419,false,0.879008,false,0.879008,0.0,46659988.0,44971.29126280992,814581.0558066485,0.0,0.0,0.0,0.0,416634.380000002,false,,d084accd5b22541c970aae3bac8b3a4bdf6cc49621296b4639a35e3f0c756f9e,
F1744,Float64,7,0.000771,429,false,0.262369,false,0.262369,0.0,11193.0,33.69388429752066,191.85793516274543,0.0,0.0,4.0,18.0,500.0400000000009,true,,7699d42f4698699151964f16c819299f5a65f82bde08b44dcc051eabd864d550,
F1745,Float64,7,0.000771,254,false,0.341818,false,0.341818,0.0,8801.0,15.716143250688706,127.2696738962799,0.0,0.0,2.0,11.0,217.0,true,,8235bc5ecd8acf3c46ce98633b37a03067d85ddf8a866ceb0928437c03bc975c,
F1746,Float64,7,0.000771,328,false,0.620055,false,0.620055,0.0,2998.0,17.977741046831955,90.96547433541987,0.0,0.0,0.0,4.0,349.78000000000065,true,,89f66c938f875683fa0c0473896df6844c5e693f10afba164ac9071b6924fd4f,
F1747,Float64,7,0.000771,6019,false,0.262369,false,0.262369,0.0,37124800000.0,31551416.470295317,676321825.874514,0.0,0.0,238113.0,1442312.38,247782942.51600152,false,,dee58131422ff77767307e3224490745d526d89dac78fff574c5050f931a747d,
F1748,Float64,7,0.000771,5271,false,0.341818,false,0.341818,0.0,30297200000.0,17810649.022148762,451962016.5577848,0.0,0.0,104754.0,745885.0,133528873.5840001,false,,86a3485a6a736a719383b544b96d426ad9ec1a26e0bbf1f86489cd06a9d4c545,
F1749,Float64,7,0.000771,2971,false,0.620055,false,0.620055,0.0,13633183329.0,13740767.448193941,270619615.00934654,0.0,0.0,0.0,544675.0,113035070.26000011,false,,aca4b3b3bb641a2cd9e2325d4b10ce1c3072da6a3cec4f507fdd1e92b06f5dcf,
F1750,Float64,7,0.000771,476,false,0.244408,false,0.244408,0.0,2871.0,63.58181818181818,141.03065020597708,0.0,1.0,30.0,79.0,680.340000000002,true,,2c10c45a67c90352fce01d0def979dbcbdda40643f0734962a9da08d2d41c1e9,
F1751,Float64,7,0.000771,429,false,0.314931,false,0.314931,0.0,2834.0,34.56859504132231,136.78982694182855,0.0,0.0,4.0,20.0,680.0800000000017,true,,40629b3ff4e92df7e86e5ab06df9c73d9786f27ebb6a798b2482e09c9f2369dd,
F1752,Float64,7,0.000771,179,false,0.351405,false,0.351405,0.0,219.0,29.013223140495867,34.80089041833392,0.0,0.0,15.0,49.0,136.0,true,,7c352eb22a2a5c0c0b75cffec9d86a1392f54367edab642cfd2b2b794c9ba54b,
F1753,Float64,7,0.000771,6616,false,0.244408,false,0.244408,0.0,25899965.81,548654.81889146,1478258.6732608608,0.0,100.0,233290.0,611489.8,6178913.780000005,false,,90a88b54ec2abf16e2538d240c3b83a81c08d75dcfe7a915bc7913b096be97fb,
F1754,Float64,7,0.000771,5320,false,0.314931,false,0.314931,0.0,25899965.81,318534.19339614327,1453446.094541944,0.0,0.0,33680.0,181025.5,6178913.780000005,false,,4062130f6fa855a5ebf9bf8b9f3178169dfb41db21ccb20be7ed864b1cf73dcd,
F1755,Float64,7,0.000771,5766,false,0.351405,false,0.351405,0.0,2782822.8,230120.62549531678,305891.90337839985,0.0,0.0,103280.8,356031.6,1198920.0032,false,,dbc288ce248a4f61879b8110be4b35392a2d2ba132d6fc8158fe5d9bddd86bf0,
F1756,Float64,7,0.000771,213,false,0.426997,false,0.426997,0.0,6456.0,10.58060606060606,96.98882375003349,0.0,0.0,1.0,4.0,169.0,true,,f9e00ea9011cda887ff78be2001c4d5134b37f23aa78eae2e11aab303ebf46d7,
F1757,Float64,7,0.000771,193,false,0.476584,false,0.476584,0.0,6456.0,8.551184573002756,90.16881197435598,0.0,0.0,1.0,4.0,127.52000000000044,true,,fec7512e29a45eaddee1828804bac402fe06579241076c44c6c7027e967b9e70,
F1758,Float64,7,0.000771,104,false,0.855537,false,0.855537,0.0,2797.0,2.029421487603306,33.15416721616688,0.0,0.0,0.0,0.0,37.26000000000022,true,,1c9e7cca2356e732224f4af822b0f0a663628181ed1a14e9ac4fa084aca7846a,
F1759,Float64,7,0.000771,4356,false,0.426997,false,0.426997,0.0,32994800000.0,20603470.770632505,518961890.56585205,0.0,0.0,20000.0,616516.245,155030107.66400087,false,,c9751e361fd91d0b01c2d35d4a399f427610a2334f95bac3f05c276feb671fee,
F1760,Float64,7,0.000771,4063,false,0.476584,false,0.476584,0.0,30297200000.0,17361423.215327825,451690374.66800153,0.0,0.0,2626.82,445324.695,130241222.54800007,false,,0c597ed4d975a0a82aba92453de1d85f01dafcc5681e9fba04b455ab14a75873,
F1761,Float64,7,0.000771,935,false,0.855537,false,0.855537,0.0,7456400000.0,3242047.555467769,95162272.94397864,0.0,0.0,0.0,0.0,16597133.920000082,false,,b7508e06bfa21278c20532e5ddee467771141ff1de66e482f9afd7cc94d0bf96,
F1762,Float64,7,0.000771,155,false,0.829642,false,0.829642,0.0,1390.0,3.8748209366391184,33.42191721891147,0.0,0.0,0.0,0.0,85.78000000000065,true,,2a355e81ece3a66f7d4f56137c6337edb5bcf935f9df385c2d10d80620e029ea,
F1763,Float64,7,0.000771,63,false,0.920882,false,0.920882,0.0,232.0,0.6440771349862259,5.631947137183877,0.0,0.0,0.0,0.0,15.0,true,,b8085567131fc92e99fa6f91b122eddc349778a820e583017d4330bfc78d19d9,
F1764,Float64,7,0.000771,137,false,0.865675,false,0.865675,0.0,1390.0,3.2307438016528924,32.183463102079344,0.0,0.0,0.0,0.0,65.0,true,,3771dcf3c893fdca51f4d1ac817aea271a137f3bb98ca436183f5659f8aebfcb,
F1765,Float64,7,0.000771,1181,false,0.829642,false,0.829642,0.0,96975000.0,256739.51394820935,1840858.3508408575,0.0,0.0,0.0,0.0,5649401.480000001,false,,4b86a7ef93364e7d4874f66b3f9c0a27e0ea517ff7681b12aa6d7c5cc488fc64,
F1766,Float64,7,0.000771,509,false,0.920882,false,0.920882,0.0,96975000.0,53241.31989972452,1097714.9023165414,0.0,0.0,0.0,0.0,1034633.240000003,false,,0d03eab33c11c2e361ba2e54f176b6574653e4ab51438b923db93077188f8426,
F1767,Float64,7,0.000771,960,false,0.865675,false,0.865675,0.0,52468325.0,203498.19404848482,1426750.620509982,0.0,0.0,0.0,0.0,5059112.340000009,false,,3d32996ed82152429039b542b38a7d3766a7df801dc2781fd9e21b08d6f177f4,
F1768,Float64,7,0.000771,20,false,0.963636,false,0.963636,0.0,26.0,0.10865013774104683,0.8848196942713834,0.0,0.0,0.0,0.0,3.0,true,0.0:8745; 1.0:157; 2.0:54; 3.0:35; 4.0:27,eb47cb42df0866cd303c1dd843f07a0b75ce626097e399986516a42b0f70536f,
F1769,Float64,7,0.000771,2,false,0.999559,true,0.999559,0.0,1.0,0.00044077134986225897,0.020989927834068407,0.0,0.0,0.0,0.0,0.0,true,0.0:9071; 1.0:4,ab45fead0762a518661ece3d356f06c847de4afe43892a94030582645226069e,
F1770,Float64,7,0.000771,20,false,0.963636,false,0.963636,0.0,26.0,0.10820936639118457,0.8813799849830942,0.0,0.0,0.0,0.0,3.0,true,0.0:8745; 1.0:157; 2.0:55; 3.0:35; 4.0:26,362b99336dd89db30066839ecb0705280396fce5c437882475cf77ef6855bf5a,
F1771,Float64,7,0.000771,273,false,0.963636,false,0.963636,0.0,770235.77,818.3543867768595,13038.113963944803,0.0,0.0,0.0,0.0,15641.352000000037,false,,e42b5317e6967aec5eff41d3bbb766c62f466b93e0cfe3120e174d5631c0fd85,
F1772,Float64,7,0.000771,5,false,0.999559,true,0.999559,0.0,14020.0,1.8879504132231406,148.8989970992975,0.0,0.0,0.0,0.0,0.0,false,0.0:9071; 14020.0:1; 393.15:1; 720.0:1; 2000.0:1,f903d9857af8ccd1edd7af4c0fb912510974bcf10271255273594f3a8af44a54,
F1773,Float64,7,0.000771,273,false,0.963636,false,0.963636,0.0,770235.77,816.4664363636364,13018.822740047211,0.0,0.0,0.0,0.0,15641.352000000037,false,,5b0569ec5dab60f019ef6aacfa05d998c217d23ce529161a901b8fccae43988f,
F1774,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1775,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1776,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1777,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1778,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1779,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1780,Float64,7,0.000771,5,false,0.983361,false,0.983361,0.0,4.0,0.018292011019283745,0.15028477143645613,0.0,0.0,0.0,0.0,1.0,true,0.0:8924; 1.0:141; 2.0:6; 3.0:3; 4.0:1,151dd31d42ec24f682741c476061c8727fe3ae28cf214d91b2c0a552ac235f19,
F1781,Float64,7,0.000771,5,false,0.983361,false,0.983361,0.0,4.0,0.018292011019283745,0.15028477143645613,0.0,0.0,0.0,0.0,1.0,true,0.0:8924; 1.0:141; 2.0:6; 3.0:3; 4.0:1,151dd31d42ec24f682741c476061c8727fe3ae28cf214d91b2c0a552ac235f19,F1780
F1782,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1783,Float64,7,0.000771,87,false,0.983361,false,0.983361,0.0,75000.0,57.02947878787878,1617.6456926088615,0.0,0.0,0.0,0.0,37.76,false,,01475c7c27aae295a6ee42190971b30dc433f572a59d4d01329524a8f93c04b9,
F1784,Float64,7,0.000771,87,false,0.983361,false,0.983361,0.0,75000.0,57.02947878787878,1617.6456926088615,0.0,0.0,0.0,0.0,37.76,false,,01475c7c27aae295a6ee42190971b30dc433f572a59d4d01329524a8f93c04b9,F1783
F1785,Float64,7,0.000771,1,true,1.0,true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,true,0.0:9075,840a34ff8c9adc3fb7a9c96c9fffd6c6811da72402ae2a360902727fef21f165,F1721
F1786,Float64,7,0.000771,74,false,0.839669,false,0.839669,0.0,714.0,1.2463911845730027,16.33412513730823,0.0,0.0,0.0,0.0,13.0,true,,ca751245d1fbd8272ca98913344a90684f7f5205f19cff265ea10f493cc67fc8,
F1787,Float64,7,0.000771,24,false,0.962424,false,0.962424,0.0,42.0,0.11702479338842975,1.1047465670219212,0.0,0.0,0.0,0.0,3.0,true,0.0:8734; 1.0:189; 2.0:54; 4.0:22; 3.0:16,ca5e33bca28afa191b73dd7c28b23045e4c134f6d532ffb72151885534c9aeb4,
F1788,Float64,7,0.000771,70,false,0.866116,false,0.866116,0.0,714.0,1.129366391184573,16.266615150948375,0.0,0.0,0.0,0.0,12.0,true,,4ed0725c569b920b0dc4e89ff7bb8b814dba0d934909c054c61c7ecdf01463a3,
F1789,Float64,7,0.000771,1179,false,0.839669,false,0.839669,0.0,153971017.0,135334.47391184574,2722157.154520203,0.0,0.0,0.0,0.0,1586945.7200000042,false,,a4a50d5d6501b3a1959c2e69eb36d0eeb7b7d02d372320d86f74eb7fc634c658,
F1790,Float64,7,0.000771,259,false,0.962424,false,0.962424,0.0,18750000.0,22643.97545674931,431616.1891267789,0.0,0.0,0.0,0.0,229374.00000000108,false,,33df4520733044e055e4c57217d524768ddc82447c9ab53d8089876ae2ed095a,
F1791,Float64,7,0.000771,1022,false,0.866116,false,0.866116,0.0,153971017.0,112690.49845509643,2685939.775281217,0.0,0.0,0.0,0.0,1217331.3958000005,false,,f5cbb38e94a2719a620fe84074886fecf98e4805fce47d17424fae8aa57002a2,
F1792,Float64,7,0.000771,34,false,0.823912,false,0.823912,0.0,152.0,0.5147107438016529,3.0730461752337415,0.0,0.0,0.0,0.0,8.0,true,,eb84a76d0f42c5ec5ce4696a1e64936a05529fb0203e13c827240b64fed9ce65,
F1793,Float64,7,0.000771,26,false,0.945895,false,0.945895,0.0,43.0,0.16980716253443526,1.2488375713511024,0.0,0.0,0.0,0.0,4.0,true,,9733a58986e9d634ae47767f02e2fe7084ce23602f77ed5e3e93f905ad263f3e,
F1794,Float64,7,0.000771,29,false,0.864463,false,0.864463,0.0,152.0,0.34490358126721765,2.7848162056486556,0.0,0.0,0.0,0.0,5.0,true,,4882ae3746098acc830043592e0b199bb31de63ed1981201ecf1c37e4e1f9bfa,
F1795,Float64,7,0.000771,1192,false,0.823912,false,0.823912,0.0,384174891.6,242899.0430842975,6083395.1164430985,0.0,0.0,0.0,0.0,946786.6800000062,false,,1a353ad087d3f130bdfb21eb2ff77666068f61dc840e142eaf04cfd977953aaf,
F1796,Float64,7,0.000771,422,false,0.945895,false,0.945895,0.0,115872901.2,116513.60173443524,2528006.272195941,0.0,0.0,0.0,0.0,107026.29000000261,false,,3d4a28bc06cc9d2576dc59c7e19b24131aa9cfdfb20a723b6b3b7e169f737fcd,
F1797,Float64,7,0.000771,821,false,0.864463,false,0.864463,0.0,384174891.6,126385.44135426996,5535197.713060385,0.0,0.0,0.0,0.0,202606.92000000048,false,,d43912868b700d9fbb20a8d315999721e7982d9a79a6a8dc06a5c7b5b86a087d,
F1798,Float64,4,0.00044,103,false,0.644085,false,0.644085,0.0,11049.0,5.362194315928619,141.23331245317388,0.0,0.0,0.0,1.0,34.45999999999913,true,,35b509523969383825180b0ea2e27109366756385d482d92bb107f8a3947078c,
F1799,Float64,4,0.00044,99,false,0.782111,false,0.782111,0.0,11045.0,4.923000660938532,141.17086282688382,0.0,0.0,0.0,0.0,29.229999999999563,true,,ddc7b2b95f90600bd169c281960aa281ff8386c24cd716c5e7db6dc1c0f02595,
F1800,Float64,4,0.00044,25,false,0.797422,false,0.797422,0.0,33.0,0.43919365499008595,1.459595160425286,0.0,0.0,0.0,0.0,6.0,true,0.0:7239; 1.0:1035; 2.0:410; 3.0:166; 4.0:72,b0c3ba0a58c0fdbdea129a14353044c657d2619e69413b65f66bc7efb859ab84,
F1801,Float64,4,0.00044,1411,false,0.644085,false,0.644085,0.0,2785222269.0,1505601.0098039217,41156005.29933999,0.0,0.0,0.0,68125.0,8772999.999999957,true,,f889738edb0bfae3fa20ab18188732ea5e93617d0593f85389ae9a37ccc878f0,
F1802,Float64,4,0.00044,951,false,0.782111,false,0.782111,0.0,2783318701.0,1379074.6362634941,41051766.033559546,0.0,0.0,0.0,0.0,7605870.259999892,true,,23ba41d3ea49b99816fb1677c0236715b6f9eb79bda98bcb15174aa1747b4938,
F1803,Float64,4,0.00044,618,false,0.797422,false,0.797422,0.0,183800000.0,126526.3735404274,2324652.7532504955,0.0,0.0,0.0,0.0,1442091.9999999998,true,,053abb572b9f79d8af04c7a1bfe920dd0d77b88119f7bd1001015f515abed288,
F1804,Float64,4,0.00044,106,false,0.861974,false,0.861974,0.0,1660.0,2.209297202026878,25.146594513192913,0.0,0.0,0.0,0.0,41.0,true,,cbee829224d4449954f08292c943beeaef412b70aa173b84e9364cb682d2076e,
F1805,Float64,4,0.00044,70,false,0.902952,false,0.902952,0.0,1258.0,1.1471689799515312,19.313611111390234,0.0,0.0,0.0,0.0,14.0,true,,4b6cc7a860df613d1c04fcc6dce4e54ae005ff694410b8b84e99a0b002991b62,
F1806,Float64,4,0.00044,74,false,0.892928,false,0.892928,0.0,402.0,1.062128222075347,9.207151638576526,0.0,0.0,0.0,0.0,24.0,true,,4e33c60dffe8c7593af1d5d9aba5957bc40e4c7a4ae1cd6e912b9ae153d1dd57,
F1807,Float64,4,0.00044,1049,false,0.861974,false,0.861974,0.0,565536797.2,396649.9168506279,6673542.749012615,0.0,0.0,0.0,0.0,7627077.246099999,false,,ab4be26627f13afffccda7030cb2cd5350b85f80634f73321813e2b2e979da5e,
F1808,Float64,4,0.00044,701,false,0.902952,false,0.902952,0.0,266284001.1,180887.47970918706,3180183.710838126,0.0,0.0,0.0,0.0,3330111.6899999804,false,,6b4bcdab77d33c0dd03993e6a715b5a2be0e953d11c5a56aa88a34160d493730,
F1809,Float64,4,0.00044,809,false,0.892928,false,0.892928,0.0,299252796.1,215762.43714144084,3886731.7878232924,0.0,0.0,0.0,0.0,3356310.509999988,false,,0e13772871472ed1231e9c1a9334daf5bc04356d77dce1205b72254458407f83,
F1810,Float64,4,0.00044,999,false,0.030183,false,0.004957,0.0,21770.0,219.8171403392818,577.1933912384035,1.0,30.0,106.0,221.0,2454.459999999999,true,,5c459474aa5ebb4db72e01f63323f2bb430dc0aa85712b5aa0c84ab6736a1a6b,
F1811,Float64,4,0.00044,756,false,0.071712,false,0.024675,0.0,16446.0,113.31636924432695,431.4151127300791,0.0,7.0,28.0,79.0,1674.2999999999956,true,,a22d975c675e903add7bacd445bf1e40118e2a258bc690e022dadf3e52bb5d29,
F1812,Float64,4,0.00044,608,false,0.043622,false,0.032276,0.0,10536.0,106.50077109495484,230.99619158322307,0.0,17.0,61.0,133.0,886.2199999999939,true,,52cd75bd96a18bd76ee2c8bfc774189b49edd60fd2eb2a227cb72ec90e31c93c,
F1813,Float64,4,0.00044,8841,false,0.004957,false,0.004957,0.0,337872000000.0,230529544.96691012,6476815156.854722,19625.63,617688.925,1627154.255,5255396.574999999,936183047.3839669,false,,6f32794687958f1e94c365faa06d674add66af54dac31c5977115ddcc8a5204c,
F1814,Float64,4,0.00044,8489,false,0.024675,false,0.024675,0.0,168350000000.0,120559197.19794668,3447973925.436365,0.0,308717.25,864606.48,2705344.25,433506335.35999686,false,,c87e2835fc69cb53dda6019c53628658eed50e220d3ece61e7368f1ad16ce9c9,
F1815,Float64,4,0.00044,8496,false,0.032276,false,0.032276,0.0,169522000000.0,109970297.44469376,3069578302.708238,0.0,263390.235,760973.99,2594252.7399999998,462345088.80599976,false,,dc4e2d40457ab40def6445fafd978d8feff39bb9f4aaf90b7871e303d47995fb,
F1816,Float64,4,0.00044,995,false,0.039216,false,0.034038,0.0,21724.0,215.50749063670412,573.8433689170602,0.0,27.0,103.0,217.0,2426.3799999999974,true,,eb22e4aee53b72aa1b3c7b055443dbae232205bb0bf4d57477380cb63621184c,
F1817,Float64,4,0.00044,744,false,0.081075,false,0.081075,0.0,16410.0,111.72163472130426,429.4570802044263,0.0,6.0,27.0,78.0,1660.069999999996,true,,d772edd9a072d98966e708fd31557551214e210ad17b26288ce8bdc0f39f540f,
F1818,Float64,4,0.00044,594,false,0.065984,false,0.065984,0.0,10515.0,103.78585591539986,229.76898167952666,0.0,15.0,59.0,130.0,872.8399999999965,true,,b4e6e3c1df3dc2e71231f65198f035ea1428a4f3749a1a9e499c3b55a4f7d370,
F1819,Float64,4,0.00044,8501,false,0.034038,false,0.034038,0.0,136748000000.0,109673132.74848646,2559244803.113526,0.0,500000.0,1466037.43,4876796.505,777327756.9669899,false,,43f5d60fbc74075b9862de559873f20cb6812687066d4c349aa1ee7e3a3eecc2,
F1820,Float64,4,0.00044,7912,false,0.081075,false,0.081075,0.0,87983304620.0,65186334.187665775,1721905350.7953024,0.0,190756.75,720582.53,2433124.06,372591701.8099994,false,,05eed87aa42c1b9aa93ad199b41815a22e066a4119a928fb14ee50dd0b495628,
F1821,Float64,4,0.00044,8222,false,0.065984,false,0.065984,0.0,62342662127.0,44486859.35241573,968560102.3046954,0.0,236114.2125,720422.81,2448622.05,364078401.11999923,false,,60e093311ea19ddadcd08611ce2eca74c58f07641dbc242618ed1c531180d11f,
F1822,Float64,4,0.00044,995,false,0.039216,false,0.034038,0.0,21724.0,215.50749063670412,573.8433689170602,0.0,27.0,103.0,217.0,2426.3799999999974,true,,eb22e4aee53b72aa1b3c7b055443dbae232205bb0bf4d57477380cb63621184c,F1816
F1823,Float64,4,0.00044,744,false,0.081075,false,0.081075,0.0,16410.0,111.72163472130426,429.4570802044263,0.0,6.0,27.0,78.0,1660.069999999996,true,,d772edd9a072d98966e708fd31557551214e210ad17b26288ce8bdc0f39f540f,F1817
F1824,Float64,4,0.00044,594,false,0.065984,false,0.065984,0.0,10515.0,103.78585591539986,229.76898167952666,0.0,15.0,59.0,130.0,872.8399999999965,true,,b4e6e3c1df3dc2e71231f65198f035ea1428a4f3749a1a9e499c3b55a4f7d370,F1818
F1825,Float64,4,0.00044,8501,false,0.034038,false,0.034038,0.0,136748000000.0,109673132.74848646,2559244803.113526,0.0,500000.0,1466037.43,4876796.505,777327756.9669899,false,,43f5d60fbc74075b9862de559873f20cb6812687066d4c349aa1ee7e3a3eecc2,F1819
F1826,Float64,4,0.00044,7912,false,0.081075,false,0.081075,0.0,87983304620.0,65186334.187665775,1721905350.7953024,0.0,190756.75,720582.53,2433124.06,372591701.8099994,false,,05eed87aa42c1b9aa93ad199b41815a22e066a4119a928fb14ee50dd0b495628,F1820
F1827,Float64,4,0.00044,8222,false,0.065984,false,0.065984,0.0,62342662127.0,44486859.35241573,968560102.3046954,0.0,236114.2125,720422.81,2448622.05,364078401.11999923,false,,60e093311ea19ddadcd08611ce2eca74c58f07641dbc242618ed1c531180d11f,F1821
